venue_id,nbr_artists,listeners_median,followers_median,acousticness_median,danceability_median,duration_ms_median,energy_median,instrumentalness_median,liveness_median,loudness_median,speechiness_median,tempo_median,valence_median
/venues/3187094,1,23700.0,3016.0,0.004914999999999999,0.5820000000000001,280422.5,0.9745,0.42099999999999993,0.14850000000000002,-4.131,0.07600000000000001,103.74350000000001,0.1021
/venues/3187709,1,1300.0,139.0,0.06555,0.6605000000000001,176552.5,0.6555,2.42e-05,0.132,-7.4085,0.08115,99.1215,0.567
/venues/3190884,45,956.0,594.0,0.0395,0.5335,241057.5,0.7375,0.003685,0.134,-6.5075,0.04965,121.486,0.39299999999999996
/venues/3190934,1,1900.0,1595.0,0.0172,0.4235,197124.5,0.7235,0.7949999999999999,0.105,-6.6855,0.04005,123.583,0.657
/venues/3190944,4,299.0,575.5,0.512,0.56425,240503.75,0.47575000000000006,0.0047827500000000005,0.11075,-9.89575,0.037750000000000006,123.08375000000001,0.2355
/venues/3191379,1,616.0,754.0,0.055,0.6615,414319.5,0.6599999999999999,0.6200000000000001,0.1315,-9.116999999999999,0.042499999999999996,119.977,0.259
/venues/3191454,1,8100.0,292.0,0.0368,0.8125,193133.0,0.508,0.0,0.0451,-7.255,0.299,114.71950000000001,0.9199999999999999
/venues/3191759,1,10.0,43.0,0.000814,0.448,235860.0,0.9125,7.870000000000002e-05,0.10849999999999999,-3.7605000000000004,0.08499999999999999,130.03300000000002,0.36650000000000005
/venues/3191889,1,72.0,86.0,3.3650000000000005e-05,0.4585,176201.0,0.9095,0.020790000000000003,0.159,-6.371,0.05764999999999999,121.0305,0.4315
/venues/3191894,3,7.0,86.0,0.0145,0.507,181486.0,0.6990000000000001,0.01608,0.157,-7.814,0.04385,118.97649999999999,0.3755
/venues/3193159,3,42.0,190.0,0.07005,0.4365,227329.0,0.6935,0.1425685,0.1125,-9.0505,0.044,130.0055,0.3105
/venues/3193379,2,17950.0,5550.5,0.17975,0.67875,233683.0,0.73775,0.0,0.14100000000000001,-6.04875,0.15775,87.757,0.5515
/venues/3194019,3,31300.0,10888.0,0.8785000000000001,0.5275000000000001,237071.5,0.26649999999999996,0.0027800000000000004,0.14300000000000002,-13.402000000000001,0.0375,125.40550000000002,0.245
/venues/3194979,1,1.0,2.0,0.145,0.64,191862.0,0.887,0.0,0.17600000000000002,-3.036,0.0326,133.06,0.716
/venues/31959,615,17300.0,7113.0,0.11882,0.507,239658.0,0.6505,0.13849999999999998,0.1205,-8.463,0.042249999999999996,121.9495,0.3515
/venues/3196208,2,236.0,258.0,0.0464,0.5565,290176.5,0.738,0.0287,0.2485,-8.4555,0.0358,130.0145,0.739
/venues/3197833,9,30500.0,18801.0,0.0187,0.546,281324.5,0.8300000000000001,0.2675,0.14100000000000001,-6.875500000000001,0.039150000000000004,128.505,0.38149999999999995
/venues/3198233,1,731200.0,439751.0,0.02005,0.44099999999999995,242160.0,0.9605000000000001,0.0012848,0.14750000000000002,-4.6240000000000006,0.08835,108.6855,0.28900000000000003
/venues/3198558,34,2800.0,1310.0,0.66875,0.5265,244247.5,0.4235,0.264,0.112,-12.082,0.044025,113.52775,0.33175
/venues/3198923,1,2100.0,3356.0,0.077135,0.7175,282272.5,0.7965,1.665e-06,0.07715,-6.953,0.051250000000000004,109.03999999999999,0.8879999999999999
/venues/3200113,1,189.0,114.0,0.00048249999999999996,0.48,258153.0,0.9564999999999999,3.58e-05,0.287,-3.9385000000000003,0.113,147.522,0.3095
/venues/3200128,1,8000000.0,2169368.0,0.186,0.5195000000000001,248746.5,0.6679999999999999,2.03e-06,0.09670000000000001,-7.24,0.03055,123.74549999999999,0.517
/venues/3201088,1,39800.0,26879.0,0.667,0.275,385950.0,0.2425,0.0001395,0.114,-9.417,0.033049999999999996,107.3095,0.1095
/venues/3202158,2,10353.5,5753.5,0.000942,0.39925,146239.75,0.9655,0.0001286775,0.14450000000000002,-3.8272500000000003,0.0708,151.4895,0.41500000000000004
/venues/3203138,1,53000.0,3708.0,0.07,0.698,180139.5,0.7055,8.344999999999999e-06,0.14400000000000002,-5.5695,0.09809999999999999,106.5205,0.5694999999999999
/venues/3204928,7,7200.0,930.0,0.982,0.321,192733.0,0.132,0.237,0.10500000000000001,-19.064999999999998,0.0448,105.35700000000001,0.272
/venues/3204943,1,437600.0,116579.0,0.247,0.514,295526.0,0.48450000000000004,0.8460000000000001,0.102,-13.260000000000002,0.04035,122.985,0.05105
/venues/3205023,1,12200.0,4460.0,0.7375,0.4125,318245.5,0.371,0.735,0.10900000000000001,-14.6035,0.0446,91.3485,0.22499999999999998
/venues/3205833,1,1300.0,139.0,0.06555,0.6605000000000001,176552.5,0.6555,2.42e-05,0.132,-7.4085,0.08115,99.1215,0.567
/venues/3209603,1,2.0,8.0,0.8240000000000001,0.156,667371.0,0.006670000000000001,0.51,0.14800000000000002,-31.441,0.0444,89.196,0.0331
/venues/3210543,7,15.0,68.0,0.32425,0.45999999999999996,291191.0,0.4505,0.38435,0.1089,-11.2365,0.0387,125.04849999999999,0.3145
/venues/3211023,1,1400.0,131.0,0.0089475,0.7175,185731.5,0.743,0.130405,0.1255,-5.673,0.0707,126.59199999999998,0.1995
/venues/3211233,4,556.0,2117.5,0.06570000000000001,0.7465,184356.0,0.6737500000000001,0.30895,0.094225,-12.04475,0.057825,112.8315,0.4835
/venues/3211483,1,1.0,487.0,0.0449,0.7909999999999999,219965.0,0.867,3.43e-06,0.0974,-5.629,0.0769,142.029,0.67
/venues/3212043,3,808.0,121.0,0.8545,0.384,336723.0,0.2815,0.6890000000000001,0.109,-16.012,0.03765,114.167,0.2155
/venues/3213033,1,1700.0,138.0,0.647,0.676,372531.5,0.40349999999999997,0.894,0.121,-16.492,0.042300000000000004,103.523,0.11105000000000001
/venues/3215473,2,1.0,2.0,0.145,0.64,191862.0,0.887,0.0,0.17600000000000002,-3.036,0.0326,133.06,0.716
/venues/3215628,7,245.0,93.0,0.08465,0.6585000000000001,256067.0,0.738,0.5265,0.17099999999999999,-7.6739999999999995,0.0564,128.06900000000002,0.1875
/venues/3217023,1,12.0,40.0,0.895,0.5405,255298.0,0.22049999999999997,0.007495,0.1055,-12.0245,0.0349,117.292,0.2415
/venues/3217028,5,1200.0,918.0,0.444,0.6415,238724.0,0.5615000000000001,0.0289,0.11349999999999999,-10.452,0.062099999999999995,124.20599999999999,0.611
/venues/3217573,3,395.0,239.0,0.02285,0.645,257993.5,0.7885,0.2309,0.12,-6.5045,0.0508,124.9995,0.365
/venues/3217933,1,1100000.0,443994.0,0.36050000000000004,0.5455000000000001,219203.5,0.5720000000000001,0.0,0.153,-8.252,0.09265000000000001,100.643,0.3735
/venues/3220139,8,224.0,197.0,0.0629,0.42800000000000005,253268.5,0.683,0.0838,0.131,-8.4525,0.051699999999999996,121.963,0.32999999999999996
/venues/3221134,4,29.5,175.0,0.00066575,0.39849999999999997,227808.75,0.84075,0.07875,0.17825000000000002,-5.891749999999999,0.0378,119.3305,0.4175
/venues/3222074,5,533700.0,278923.0,0.17149999999999999,0.423,235019.0,0.631,0.40800000000000003,0.183,-10.128,0.043300000000000005,105.581,0.5085
/venues/3222864,9,9500.0,2478.0,0.094475,0.6174999999999999,210952.0,0.6345000000000001,0.00014205,0.1211,-7.48675,0.0365,126.7815,0.463
/venues/3223614,11,311.0,459.0,0.13425,0.48,255317.0,0.738,0.47950000000000004,0.126,-7.5760000000000005,0.0462,130.41449999999998,0.27149999999999996
/venues/32239,332,25500.0,5077.5,0.00976,0.775,393072.5,0.683,0.8,0.104,-9.441500000000001,0.05135000000000001,122.50399999999999,0.387
