,spotify_genre,top_genre
4122,nordic folk metal,world music
4123,nordic folk metal,rock music
4124,nordic folk metal,folk music
4125,nordic orchestra,world music
4126,nordic orchestra,art music
4127,nordic post-rock,world music
4128,nordic post-rock,rock music
4129,nordic post-rock,experimental music
4130,nordic shoegaze,world music
4131,nordic shoegaze,rock music
4132,nordic soundtrack,world music
4133,nordic soundtrack,functional music
4134,nordnorsk musikk,world music
4135,nordnorsk musikk,pop music
4136,nordnorsk ponk,electronic music
4137,nordnorsk ponk,dance music
4138,nordnorsk ponk,rock music
4139,normal indie,independent music
4140,norrbotten indie,world music
4141,norrbotten indie,vocal music
4142,norrlandsk hip hop,world music
4143,norrlandsk hip hop,hip hop music
4144,norsk lovsang,world music
4145,norsk lovsang,functional music
4146,norske viser,world music
4147,norske viser,pop music
4148,norteno,world music
4149,norteno,folk music
4150,north carolina emo,experimental music
4151,north carolina emo,rock music
4152,north carolina hip hop,world music
4153,north carolina hip hop,hip hop music
4154,north carolina indie,folk music
4155,north carolina metal,rock music
4156,north carolina roots,world music
4157,north carolina roots,country music
4158,north dakota indie,independent music
4159,north east england indie,rock music
4160,northamptonshire indie,pop music
4161,northamptonshire indie,dance music
4162,northamptonshire indie,soul music
4163,northamptonshire indie,rhythm and blues
4164,northamptonshire indie,rock music
4165,northern irish indie,rock music
4166,northern irish punk,rock music
4167,norwegian alternative rock,rock music
4168,norwegian americana,world music
4169,norwegian americana,country music
4170,norwegian black metal,world music
4171,norwegian black metal,rock music
4172,norwegian blues,blues
4173,norwegian contemporary jazz,pop music
4174,norwegian contemporary jazz,art music
4175,norwegian contemporary jazz,jazz
4176,norwegian country,world music
4177,norwegian country,country music
4178,norwegian death metal,rock music
4179,norwegian doom metal,rock music
4180,norwegian doom metal,blues
4181,norwegian experimental,experimental music
4182,norwegian folk rock,world music
4183,norwegian folk rock,rock music
4184,norwegian folk rock,folk music
4185,norwegian gospel,world music
4186,norwegian gospel,functional music
4187,norwegian hardcore,electronic music
4188,norwegian hardcore,dance music
4189,norwegian hardcore,rock music
4190,norwegian house,electronic music
4191,norwegian house,dance music
4192,norwegian indie,world music
4193,norwegian indie,pop music
4194,norwegian jazz,jazz
4195,norwegian metal,rock music
4196,norwegian pop,world music
4197,norwegian pop,pop music
4198,norwegian prog,rock music
4199,norwegian psychedelic,rock music
4200,norwegian punk rock,rock music
4201,norwegian rock,world music
4202,norwegian rock,rock music
4203,norwegian singer-songwriter,vocal music
4204,norwegian singer-songwriter,acoustic music
4205,norwegian space disco,electronic music
4206,norwegian space disco,dance music
4207,norwegian techno,electronic music
4208,norwegian techno,dance music
4209,norwegian trap,world music
4210,norwegian trap,hip hop music
4211,nottingham hip hop,world music
4212,nottingham hip hop,hip hop music
4213,nottingham indie,rock music
4214,nouvelle chanson francaise,world music
4215,nouvelle chanson francaise,folk music
4216,nova mpb,world music
4217,nova musica paulista,world music
4218,nova musica paulista,rhythm and blues
4219,nova musica pernambucana,world music
4220,nova musica pernambucana,jazz
4221,nu age,electronic music
4222,nu disco,electronic music
4223,nu disco,dance music
4224,nu gaze,rock music
4225,nu jazz,electronic music
4226,nu jazz,jazz
4227,nu metal,rock music
4228,nu skool breaks,electronic music
4229,nu skool breaks,dance music
4230,nu-cumbia,world music
4231,nu-metalcore,rock music
4232,nubian traditional,world music
4233,nueva cancion,vocal music
4234,nueva cancion,acoustic music
4235,nueva cancion,folk music
4236,nuevo flamenco,world music
4237,nuevo flamenco,folk music
4238,nuevo folklore argentino,world music
4239,nuevo folklore argentino,folk music
4240,nuevo folklore mexicano,world music
4241,nuevo folklore mexicano,vocal music
4242,nuevo tango,world music
4243,nuevo tango,dance music
4244,nursery,children's music
4245,nwobhm,world music
4246,nwobhm,rock music
4247,nwocr,rock music
4248,nwothm,rock music
4249,ny roots,world music
4250,ny roots,functional music
4251,nyc metal,rock music
4252,nyc pop,pop music
4253,nyc rap,world music
4254,nyc rap,hip hop music
4255,nyhc,rock music
4256,nz christian,functional music
4257,nz dnb,electronic music
4258,nz electronic,electronic music
4259,nz folk,world music
4260,nz folk,folk music
4261,nz hardcore,electronic music
4262,nz hardcore,dance music
4263,nz hardcore,rock music
4264,nz hip hop,world music
4265,nz hip hop,hip hop music
4266,nz indie,rock music
4267,nz jazz,jazz
4268,nz metal,rock music
4269,nz pop,pop music
4270,nz punk,rock music
4271,nz reggae,world music
4272,nz singer-songwriter,vocal music
4273,nz singer-songwriter,acoustic music
4274,oakland hip hop,world music
4275,oakland hip hop,hip hop music
4276,oakland indie,rock music
4277,oaxaca indie,world music
4278,oaxaca indie,vocal music
4279,oc indie,rock music
4280,occult black metal,world music
4281,occult black metal,rock music
4282,ocean,functional music
4283,oceania soundtrack,functional music
4284,ohio hip hop,world music
4285,ohio hip hop,hip hop music
4286,oi,rock music
4287,ok indie,world music
4288,ok indie,country music
4289,okc indie,rock music
4290,okinawan pop,world music
4291,okinawan pop,pop music
4292,oklahoma country,world music
4293,oklahoma country,country music
4294,oktoberfest,pop music
4295,old school dancehall,world music
4296,old school hard trance,electronic music
4297,old school hard trance,dance music
4298,old school hip hop,world music
4299,old school hip hop,hip hop music
4300,old school nederhop,rock music
4301,old school rap francais,world music
4302,old school rap francais,hip hop music
4303,old school thrash,rock music
4304,old school uk hip hop,world music
4305,old school uk hip hop,hip hop music
4306,old west,country music
4307,old-time,world music
4308,old-time,country music
4309,old-time,folk music
4310,oldschool deutschrap,world music
4311,oldschool deutschrap,hip hop music
4312,olympia wa indie,rock music
4313,omaha indie,rock music
4314,one-person band,rock music
4315,ontario indie,independent music
4316,opera,art music
4317,opera,functional music
4318,opera metal,rock music
4319,operatic pop,pop music
4320,opm,world music
4321,orchestra,art music
4322,orchestral performance,art music
4323,orebro indie,rock music
4324,organic electronic,electronic music
4325,organic house,electronic music
4326,organic house,dance music
4327,orgcore,rock music
4328,oriental classical,world music
4329,oriental classical,art music
4330,oriental metal,rock music
4331,orlando indie,independent music
4332,orlando indie,pop music
4333,orlando indie,rock music
4334,oromo pop,pop music
4335,orthodox chant,vocal music
4336,orthodox chant,functional music
4337,oshare kei,rock music
4338,oslo indie,rock music
4339,otacore,functional music
4340,oth indie,pop music
4341,oth indie,acoustic music
4342,ottawa indie,independent music
4343,ottawa rap,world music
4344,ottawa rap,hip hop music
4345,oud,world music
4346,oud,jazz
4347,oulu indie,rock music
4348,oulu metal,rock music
4349,outer hip hop,world music
4350,outer hip hop,hip hop music
4351,outlaw country,world music
4352,outlaw country,country music
4353,outsider,art music
4354,outsider house,electronic music
4355,oxford indie,rock music
4356,p funk,funk
4357,p funk,rhythm and blues
4358,p funk,rock music
4359,pacific islands pop,world music
4360,pacific islands pop,pop music
4361,pagan black metal,rock music
4362,pagode,world music
4363,pagode baiano,world music
4364,pagode novo,world music
4365,paisley underground,rock music
4366,pakistani indie,independent music
4367,pakistani pop,world music
4368,pakistani pop,pop music
4369,pakistani rock,world music
4370,pakistani rock,rock music
4371,palestinian alternative,rock music
4372,palestinian hip hop,world music
4373,palestinian hip hop,hip hop music
4374,palestinian pop,pop music
4375,palestinian traditional,world music
4376,palm desert scene,rock music
4377,paracana,vocal music
4378,paracana,acoustic music
4379,parody,functional music
4380,partido alto,world music
4381,partyschlager,pop music
4382,pei indie,folk music
4383,pennsylvania hardcore,electronic music
4384,pennsylvania hardcore,dance music
4385,pennsylvania hardcore,rock music
4386,permanent wave,world music
4387,permanent wave,hip hop music
4388,permanent wave,electronic music
4389,perreo,world music
4390,persian alternative,rock music
4391,persian electronic,electronic music
4392,persian hip hop,world music
4393,persian hip hop,hip hop music
4394,persian neo-traditional,world music
4395,persian neo-traditional,art music
4396,persian pop,world music
4397,persian pop,pop music
4398,persian rock,rock music
4399,persian traditional,world music
4400,persian traditional,art music
4401,perth indie,independent music
4402,peruvian indie,world music
4403,peruvian indie,electronic music
4404,philly indie,rock music
4405,philly rap,world music
4406,philly rap,hip hop music
4407,philly soul,soul music
4408,philly soul,rhythm and blues
4409,phonk,world music
4410,phonk,hip hop music
4411,piano blues,blues
4412,piano cover,instrumental music
4413,piano mpb,world music
4414,piano rock,pop music
4415,piano rock,rock music
4416,piedmont blues,blues
4417,pinoy metal,rock music
4418,pinoy rock,world music
4419,pinoy rock,rock music
4420,pipa,world music
4421,pipa,folk music
4422,pirate,rock music
4423,pittsburgh metal,rock music
4424,pittsburgh rap,world music
4425,pittsburgh rap,hip hop music
4426,pittsburgh rock,rock music
4427,pixie,rock music
4428,plugg,world music
4429,plugg,hip hop music
4430,plugg francais,electronic music
4431,plunderphonics,experimental music
4432,polish alternative,rock music
4433,polish alternative rap,world music
4434,polish alternative rap,hip hop music
4435,polish alternative rap,rock music
4436,polish alternative rock,rock music
4437,polish ambient,art music
4438,polish ambient,electronic music
4439,polish black metal,world music
4440,polish black metal,rock music
4441,polish classical piano,art music
4442,polish death metal,rock music
4443,polish electronica,electronic music
4444,polish experimental electronic,experimental music
4445,polish experimental electronic,electronic music
4446,polish folk,world music
4447,polish folk,folk music
4448,polish folk metal,world music
4449,polish folk metal,rock music
4450,polish folk metal,folk music
4451,polish hardcore,electronic music
4452,polish hardcore,dance music
4453,polish hardcore,rock music
4454,polish hip hop,world music
4455,polish hip hop,hip hop music
4456,polish indie,rock music
4457,polish indie rock,independent music
4458,polish indie rock,rock music
4459,polish jazz,world music
4460,polish jazz,jazz
4461,polish metal,rock music
4462,polish modern jazz,art music
4463,polish modern jazz,jazz
4464,polish noise rock,experimental music
4465,polish noise rock,electronic music
4466,polish noise rock,rock music
4467,polish pop,pop music
4468,polish post-punk,rock music
4469,polish post-rock,experimental music
4470,polish post-rock,rock music
4471,polish prog,rock music
4472,polish psychedelia,rock music
4473,polish punk,rock music
4474,polish reggae,world music
4475,polish rock,world music
4476,polish rock,rock music
4477,polish synthpop,pop music
4478,polish synthpop,electronic music
4479,polish synthpop,rock music
4480,polish techno,electronic music
4481,polish techno,dance music
4482,polish thrash metal,rock music
4483,political hip hop,world music
4484,political hip hop,hip hop music
4485,polyphonies corses,world music
4486,polyphonies corses,folk music
4487,polyphony,art music
4488,pony,functional music
4489,pop,pop music
4490,pop ambient,pop music
4491,pop ambient,art music
4492,pop ambient,electronic music
4493,pop argentino,pop music
4494,pop chileno,pop music
