,spotify_genre,top_genre
1520,deep free jazz,art music
1521,deep free jazz,jazz
1522,deep funk,funk
1523,deep funk,rhythm and blues
1524,deep german hip hop,world music
1525,deep german hip hop,hip hop music
1526,deep german indie,folk music
1527,deep german punk,world music
1528,deep german punk,rock music
1529,deep gothic post-punk,rock music
1530,deep groove house,electronic music
1531,deep groove house,dance music
1532,deep hardcore,electronic music
1533,deep hardcore,dance music
1534,deep hardcore,rock music
1535,deep house,electronic music
1536,deep house,dance music
1537,deep idm,electronic music
1538,deep indie pop,independent music
1539,deep indie pop,pop music
1540,deep indie pop,rock music
1541,deep indie rock,independent music
1542,deep indie rock,rock music
1543,deep indie singer-songwriter,vocal music
1544,deep indie singer-songwriter,acoustic music
1545,deep italo disco,electronic music
1546,deep italo disco,dance music
1547,deep jazz fusion,jazz
1548,deep latin alternative,world music
1549,deep latin alternative,rock music
1550,deep latin christian,world music
1551,deep latin christian,functional music
1552,deep liquid,electronic music
1553,deep liquid,dance music
1554,deep liquid bass,world music
1555,deep liquid bass,hip hop music
1556,deep liquid bass,electronic music
1557,deep melodic death metal,rock music
1558,deep melodic hard rock,rock music
1559,deep melodic metalcore,rock music
1560,deep metalcore,rock music
1561,deep minimal techno,experimental music
1562,deep minimal techno,electronic music
1563,deep minimal techno,dance music
1564,deep motown,soul music
1565,deep motown,rhythm and blues
1566,deep motown,pop music
1567,deep new americana,world music
1568,deep new americana,pop music
1569,deep new americana,country music
1570,deep pop edm,pop music
1571,deep pop edm,electronic music
1572,deep pop edm,dance music
1573,deep pop emo,experimental music
1574,deep pop emo,pop music
1575,deep pop emo,rock music
1576,deep power-pop punk,pop music
1577,deep power-pop punk,rock music
1578,deep progressive rock,rock music
1579,deep psychobilly,rock music
1580,deep ragga,world music
1581,deep regional mexican,world music
1582,deep regional mexican,folk music
1583,deep soft rock,pop music
1584,deep soft rock,rock music
1585,deep soul house,dance music
1586,deep soul house,soul music
1587,deep soul house,rhythm and blues
1588,deep soul house,electronic music
1589,deep soundtrack,functional music
1590,deep space rock,electronic music
1591,deep space rock,rock music
1592,deep surf music,pop music
1593,deep surf music,rock music
1594,deep swedish rock,rock music
1595,deep talent show,world music
1596,deep talent show,country music
1597,deep tech house,electronic music
1598,deep tech house,dance music
1599,deep techno,electronic music
1600,deep techno,dance music
1601,deep tropical house,world music
1602,deep tropical house,electronic music
1603,deep tropical house,dance music
1604,deep turkish pop,world music
1605,deep turkish pop,pop music
1606,deep underground hip hop,underground music
1607,deep underground hip hop,hip hop music
1608,deep underground hip hop,independent music
1609,deep underground hip hop,world music
1610,deep uplifting trance,electronic music
1611,deep uplifting trance,dance music
1612,delaware indie,independent music
1613,dembow,dance music
1614,demoscene,rock music
1615,denton tx indie,rock music
1616,denver indie,pop music
1617,denver indie,rock music
1618,denver metal,rock music
1619,depressive black metal,rock music
1620,derby indie,rock music
1621,derry indie,experimental music
1622,derry indie,electronic music
1623,desert blues,world music
1624,desert blues,blues
1625,desi hip hop,hip hop music
1626,desi pop,pop music
1627,desi trap,world music
1628,desi trap,hip hop music
1629,destroy techno,electronic music
1630,destroy techno,dance music
1631,detroit hip hop,world music
1632,detroit hip hop,hip hop music
1633,detroit house,electronic music
1634,detroit house,dance music
1635,detroit indie,country music
1636,detroit rock,rock music
1637,detroit techno,electronic music
1638,detroit techno,dance music
1639,detroit trap,world music
1640,detroit trap,hip hop music
1641,deutschrock,world music
1642,deutschrock,rock music
1643,devon indie,world music
1644,devon indie,rock music
1645,dfw rap,world music
1646,dfw rap,hip hop music
1647,didgeridoo,electronic music
1648,didgeridoo,dance music
1649,digital hardcore,electronic music
1650,dinner jazz,jazz
1651,dirty south rap,world music
1652,dirty south rap,hip hop music
1653,dirty texas rap,world music
1654,dirty texas rap,hip hop music
1655,disco,dance music
1656,disco house,electronic music
1657,disco house,dance music
1658,disco polo,pop music
1659,disco polo,dance music
1660,discofox,pop music
1661,disney,vocal music
1662,disney,acoustic music
1663,disney espanol,world music
1664,dissonant death metal,rock music
1665,diva house,electronic music
1666,diva house,dance music
1667,dixieland,jazz
1668,diy emo,experimental music
1669,diy emo,rock music
1670,diy pop punk,pop music
1671,diy pop punk,rock music
1672,djent,rock music
1673,dmv rap,world music
1674,dmv rap,hip hop music
1675,dominican indie,jazz
1676,dominican pop,pop music
1677,doom metal,rock music
1678,doom metal,blues
1679,doomcore,electronic music
1680,doomcore,dance music
1681,doomgaze,rock music
1682,dortmund indie,experimental music
1683,dortmund indie,electronic music
1684,dortmund indie,dance music
1685,double drumming,rock music
1686,doujin,world music
1687,downtempo,electronic music
1688,downtempo bass,world music
1689,downtempo bass,hip hop music
1690,downtempo bass,electronic music
1691,downtempo deathcore,electronic music
1692,downtempo deathcore,dance music
1693,downtempo deathcore,rock music
1694,downtempo fusion,electronic music
1695,downtempo fusion,jazz
1696,dream pop,rock music
1697,dream smp,pop music
1698,dream trance,electronic music
1699,dream trance,dance music
1700,dreamgaze,rock music
1701,dreamo,rock music
1702,dresden indie,rock music
1703,drift,electronic music
1704,drill,world music
1705,drill,hip hop music
1706,drill and bass,electronic music
1707,drill and bass,dance music
1708,drill francais,world music
1709,drill francais,hip hop music
1710,drone,experimental music
1711,drone,electronic music
1712,drone ambient,experimental music
1713,drone ambient,art music
1714,drone ambient,electronic music
1715,drone folk,experimental music
1716,drone folk,folk music
1717,drone folk,world music
1718,drone folk,electronic music
1719,drone metal,experimental music
1720,drone metal,rock music
1721,drone metal,electronic music
1722,drone metal,blues
1723,drone rock,experimental music
1724,drone rock,electronic music
1725,drone rock,rock music
1726,dronescape,experimental music
1727,drum and bass,electronic music
1728,drum and bass,dance music
1729,drumfunk,electronic music
1730,drumfunk,dance music
1731,dub,world music
1732,dub,electronic music
1733,dub metal,world music
1734,dub metal,electronic music
1735,dub metal,rock music
1736,dub punk,electronic music
1737,dub punk,world music
1738,dub punk,rock music
1739,dub reggae,world music
1740,dub reggae,electronic music
1741,dub techno,world music
1742,dub techno,electronic music
1743,dub techno,dance music
1744,dublin indie,rock music
1745,dubstep,electronic music
1746,dubstep,dance music
1747,duduk,instrumental music
1748,duluth indie,rock music
1749,dundee indie,rock music
1750,dunedin indie,folk music
1751,dungeon synth,electronic music
1752,dusseldorf electronic,electronic music
1753,dusseldorf indie,electronic music
1754,dutch americana,world music
1755,dutch americana,country music
1756,dutch black metal,world music
1757,dutch black metal,rock music
1758,dutch blues,blues
1759,dutch cabaret,pop music
1760,dutch cabaret,functional music
1761,dutch classical piano,art music
1762,dutch death metal,rock music
1763,dutch dnb,electronic music
1764,dutch edm,electronic music
1765,dutch edm,dance music
1766,dutch experimental,experimental music
1767,dutch experimental electronic,experimental music
1768,dutch experimental electronic,electronic music
1769,dutch hip hop,world music
1770,dutch hip hop,hip hop music
1771,dutch house,electronic music
1772,dutch house,dance music
1773,dutch idol pop,pop music
1774,dutch indie,rock music
1775,dutch indie rock,independent music
1776,dutch indie rock,rock music
1777,dutch jazz,world music
1778,dutch jazz,jazz
1779,dutch metal,rock music
1780,dutch pop,pop music
1781,dutch prog,rock music
1782,dutch punk,rock music
1783,dutch punk rock,rock music
1784,dutch r&b,rhythm and blues
1785,dutch rap pop,world music
1786,dutch rap pop,pop music
1787,dutch rap pop,hip hop music
1788,dutch rock,world music
1789,dutch rock,rock music
1790,dutch singer-songwriter,vocal music
1791,dutch singer-songwriter,acoustic music
1792,dutch stoner rock,rock music
1793,dutch tech house,electronic music
1794,dutch tech house,dance music
1795,dutch trance,electronic music
1796,dutch trance,dance music
1797,dutch underground hip hop,underground music
1798,dutch underground hip hop,hip hop music
1799,dutch underground hip hop,independent music
1800,dutch underground hip hop,world music
1801,early french punk,world music
1802,early french punk,art music
1803,early french punk,rock music
1804,early modern classical,art music
1805,early music,art music
1806,early music choir,art music
1807,early music ensemble,art music
1808,early reggae,world music
1809,early synthpop,rock music
1810,early synthpop,pop music
1811,early synthpop,art music
1812,early synthpop,electronic music
1813,early us punk,art music
1814,early us punk,rock music
1815,east anglia indie,rock music
1816,east coast hip hop,world music
1817,east coast hip hop,hip hop music
1818,east coast reggae,world music
1819,easy listening,pop music
1820,easycore,pop music
1821,easycore,rock music
1822,eau claire indie,independent music
1823,eau claire indie,folk music
1824,ebm,experimental music
1825,ebm,electronic music
1826,ebm,dance music
1827,ecm-style jazz,jazz
1828,ectofolk,pop music
1829,ecuadorian indie,electronic music
1830,ecuadorian pop,pop music
1831,edinburgh indie,acoustic music
1832,edinburgh indie,rock music
1833,edinburgh indie,independent music
1834,edinburgh indie,folk music
1835,edinburgh indie,world music
1836,edinburgh indie,vocal music
1837,edinburgh metal,rock music
1838,edm,electronic music
1839,edm,dance music
1840,edmonton indie,rock music
1841,egyptian alternative,rock music
1842,egyptian hip hop,world music
1843,egyptian hip hop,hip hop music
1844,egyptian pop,pop music
1845,el paso indie,rock music
1846,electra,electronic music
1847,electric bass,world music
1848,electric bass,hip hop music
1849,electric bass,electronic music
1850,electric blues,blues
1851,electro,electronic music
1852,electro,dance music
1853,electro dub,world music
1854,electro dub,electronic music
1855,electro dub,dance music
1856,electro house,electronic music
1857,electro house,dance music
1858,electro jazz,electronic music
1859,electro jazz,dance music
1860,electro jazz,rock music
1861,electro latino,world music
1862,electro latino,electronic music
1863,electro latino,dance music
1864,electro swing,electronic music
1865,electro swing,dance music
1866,electro trash,electronic music
1867,electro trash,dance music
1868,electro-industrial,experimental music
1869,electro-industrial,electronic music
1870,electro-industrial,dance music
1871,electro-pop francais,pop music
1872,electro-pop francais,electronic music
1873,electro-pop francais,dance music
1874,electroacoustic composition,electronic music
1875,electroacoustic composition,experimental music
1876,electroacoustic composition,art music
1877,electroacoustic improvisation,experimental music
1878,electroacoustic improvisation,jazz
1879,electroacoustic improvisation,art music
1880,electroacoustic improvisation,electronic music
1881,electroclash,electronic music
1882,electroclash,dance music
1883,electrofox,dance music
1884,electronic djent,electronic music
1885,electronic djent,rock music
1886,electronic rock,electronic music
1887,electronic rock,rock music
1888,electronic trap,dance music
1889,electronic trap,hip hop music
1890,electronic trap,world music
1891,electronic trap,electronic music
1892,electronica,electronic music
1893,electronica argentina,electronic music
1894,electronica chilena,world music
1895,electronica chilena,electronic music
1896,electronica peruana,electronic music
1897,electronica venezuela,electronic music
1898,electronicore,experimental music
1899,electronicore,rock music
1900,electropop,pop music
1901,electropop,electronic music
1902,electropowerpop,rock music
1903,elektropunk,world music
1904,elektropunk,rock music
1905,elephant 6,rock music
1906,emo,experimental music
1907,emo,rock music
1908,emo mexicano,experimental music
1909,emo mexicano,rock music
1910,emo punk,experimental music
1911,emo punk,rock music
1912,emo rap,experimental music
1913,emo rap,hip hop music
1914,emo rap,world music
1915,emo rap,rock music
1916,emo rap italiano,experimental music
1917,emo rap italiano,hip hop music
1918,emo rap italiano,world music
1919,emo rap italiano,rock music
1920,emocore,experimental music
1921,emocore,rock music
1922,emoviolence,experimental music
1923,emoviolence,rock music
1924,english indie rock,independent music
1925,english indie rock,rock music
1926,entehno,world music
1927,environmental,functional music
1928,epic black metal,art music
1929,epic black metal,world music
1930,epic black metal,rock music
1931,epic black metal,functional music
1932,epic doom,rock music
1933,epic doom,blues
1934,epicore,functional music
1935,eritrean pop,pop music
1936,escape room,world music
1937,escape room,hip hop music
1938,essex indie,rock music
1939,estonian electronic,electronic music
1940,estonian folk,world music
1941,estonian folk,folk music
1942,estonian indie,world music
1943,estonian indie,rock music
1944,estonian jazz,jazz
1945,estonian metal,rock music
1946,estonian pop,pop music
1947,estonian rock,world music
1948,estonian rock,rock music
1949,ethereal wave,rock music
1950,etherpop,pop music
1951,ethio-jazz,world music
1952,ethio-jazz,jazz
1953,ethiopian pop,pop music
1954,ethiopian traditional,world music
1955,ethnotronica,electronic music
1956,eugene indie,pop music
1957,euphoric hardstyle,electronic music
1958,euphoric hardstyle,dance music
1959,euro hi-nrg,electronic music
1960,euro hi-nrg,dance music
1961,eurodance,electronic music
1962,eurodance,dance music
1963,europop,pop music
1964,euroska,world music
1965,eurovision,pop music
1966,euskal indie,independent music
1967,euskal metal,rock music
1968,euskal rock,rock music
1969,experimental,experimental music
1970,experimental ambient,experimental music
1971,experimental ambient,art music
1972,experimental ambient,electronic music
1973,experimental big band,art music
1974,experimental big band,jazz
1975,experimental black metal,world music
1976,experimental black metal,rock music
1977,experimental black metal,experimental music
1978,experimental classical,experimental music
1979,experimental classical,art music
1980,experimental club,experimental music
1981,experimental club,dance music
1982,experimental dub,world music
1983,experimental dub,electronic music
1984,experimental dubstep,experimental music
1985,experimental dubstep,electronic music
1986,experimental dubstep,dance music
1987,experimental electronic,electronic music
1988,experimental folk,experimental music
1989,experimental folk,folk music
1990,experimental folk,world music
1991,experimental guitar,experimental music
1992,experimental guitar,acoustic music
1993,experimental hip hop,world music
1994,experimental hip hop,hip hop music
1995,experimental hip hop,experimental music
1996,experimental house,experimental music
1997,experimental house,electronic music
1998,experimental house,dance music
1999,experimental indie,experimental music
2000,experimental indie rock,experimental music
2001,experimental indie rock,independent music
2002,experimental indie rock,rock music
2003,experimental jazz,experimental music
2004,experimental jazz,jazz
2005,experimental percussion,experimental music
2006,experimental percussion,instrumental music
2007,experimental pop,pop music
2008,experimental psych,experimental music
2009,experimental r&b,experimental music
2010,experimental r&b,rhythm and blues
2011,experimental rock,experimental music
2012,experimental rock,rock music
2013,experimental synth,experimental music
2014,experimental synth,electronic music
2015,experimental techno,electronic music
2016,experimental techno,dance music
2017,experimental vocal,experimental music
2018,experimental vocal,vocal music
2019,fado,world music
2020,fado,folk music
2021,fake,functional music
2022,fallen angel,rock music
2023,faroese indie,folk music
2024,faroese pop,pop music
2025,faroese rock,rock music
2026,fast melodic punk,rock music
2027,fidget house,electronic music
2028,fidget house,dance music
2029,field recording,electronic music
2030,fijian pop,pop music
2031,filmi,world music
2032,filmi,functional music
2033,filter house,electronic music
2034,filter house,dance music
2035,filthstep,electronic music
2036,final fantasy,art music
2037,fingerstyle,instrumental music
2038,fingerstyle,folk music
2039,fingerstyle,world music
2040,fingerstyle,country music
2041,finlandssvenska musik,world music
2042,finnish alternative rock,rock music
2043,finnish black metal,world music
2044,finnish black metal,rock music
2045,finnish blues,blues
2046,finnish contemporary classical,pop music
2047,finnish contemporary classical,art music
2048,finnish dance pop,pop music
2049,finnish dance pop,dance music
2050,finnish death metal,rock music
2051,finnish doom metal,rock music
2052,finnish doom metal,blues
2053,finnish edm,electronic music
2054,finnish edm,dance music
2055,finnish electro,electronic music
2056,finnish electro,dance music
2057,finnish electronic,electronic music
2058,finnish experimental,experimental music
2059,finnish folk,world music
2060,finnish folk,folk music
2061,finnish hard rock,rock music
2062,finnish hardcore,electronic music
2063,finnish hardcore,dance music
2064,finnish hardcore,rock music
2065,finnish heavy metal,rock music
2066,finnish hip hop,world music
2067,finnish hip hop,hip hop music
2068,finnish idol pop,pop music
2069,finnish indie,world music
2070,finnish indie,rock music
2071,finnish jazz,jazz
2072,finnish melodeath,rock music
2073,finnish metal,rock music
2074,finnish modern jazz,art music
2075,finnish modern jazz,jazz
2076,finnish new wave,rock music
2077,finnish new wave,pop music
2078,finnish new wave,hip hop music
2079,finnish new wave,world music
2080,finnish new wave,electronic music
2081,finnish pop,pop music
2082,finnish post-punk,rock music
2083,finnish power metal,rock music
2084,finnish progressive metal,rock music
2085,finnish progressive rock,rock music
2086,finnish psychedelic rock,rock music
2087,finnish punk,rock music
2088,finnish rockabilly,rock music
2089,finnish soul,soul music
2090,finnish soul,rhythm and blues
2091,finnish techno,electronic music
2092,finnish techno,dance music
2093,firenze indie,rock music
2094,flamenco,world music
2095,flamenco,folk music
2096,flamenco fusion,world music
2097,flamenco fusion,jazz
2098,flamenco fusion,folk music
2099,flamenco guitar,world music
2100,flamenco guitar,acoustic music
2101,flamenco guitar,folk music
2102,flemish folk,world music
2103,flemish folk,folk music
2104,flick hop,underground music
2105,flick hop,hip hop music
2106,flick hop,independent music
2107,flick hop,world music
2108,float house,electronic music
2109,float house,dance music
2110,florida death metal,rock music
2111,florida hardcore,electronic music
2112,florida hardcore,dance music
2113,florida hardcore,rock music
2114,florida rap,world music
2115,florida rap,hip hop music
2116,flute rock,rock music
2117,fluxwork,electronic music
2118,focus,art music
2119,focus,electronic music
2120,focus beats,electronic music
2121,focus trance,electronic music
2122,focus trance,dance music
2123,folclor afrocolombiano,folk music
2124,folclore portugues,folk music
2125,folclore salteno,jazz
2126,folclore tucumano,world music
2127,folclore tucumano,folk music
2128,folk,folk music
2129,folk black metal,world music
2130,folk black metal,rock music
2131,folk black metal,folk music
2132,folk brasileiro,world music
2133,folk brasileiro,folk music
2134,folk metal,rock music
2135,folk punk,rock music
2136,folk punk,folk music
2137,folk rock,rock music
2138,folk rock,folk music
2139,folk rock italiano,world music
2140,folk rock italiano,rock music
2141,folk rock italiano,folk music
2142,folk siciliana,world music
2143,folk siciliana,folk music
2144,folk-pop,pop music
2145,folk-pop,acoustic music
2146,folk-pop,folk music
2147,folklore argentino,world music
2148,folklore argentino,folk music
2149,folklore boliviano,world music
2150,folklore cuyano,world music
2151,folklore cuyano,rock music
2152,folklore peruano,world music
2153,folklore peruano,folk music
2154,folklore veracruzano,world music
2155,folklore veracruzano,folk music
2156,folkmusik,folk music
2157,folktronica,electronic music
2158,footwork,dance music
2159,footwork,hip hop music
2160,footwork,world music
2161,footwork,electronic music
2162,forest psy,electronic music
2163,forest psy,dance music
2164,forro,world music
2165,forro,dance music
2166,forro tradicional,world music
2167,fort wayne indie,rock music
2168,fort worth indie,rock music
2169,fotbollslatar,functional music
2170,fourth world,world music
2171,francoton,world music
2172,francoton,pop music
2173,frankfurt electronic,electronic music
2174,frankfurt indie,rock music
2175,frauenrap,world music
2176,frauenrap,hip hop music
2177,freak folk,folk music
2178,freakbeat,pop music
2179,freakbeat,rock music
2180,free folk,folk music
2181,free improvisation,experimental music
2182,free improvisation,jazz
2183,free jazz,art music
2184,free jazz,jazz
2185,freestyle,pop music
2186,freestyle,electronic music
2187,freestyle,dance music
2188,french black metal,world music
2189,french black metal,rock music
2190,french classical piano,art music
2191,french contemporary classical,pop music
2192,french contemporary classical,art music
2193,french death metal,rock music
2194,french dnb,electronic music
2195,french dnb,dance music
2196,french dub,world music
2197,french dub,electronic music
2198,french experimental rock,experimental music
2199,french experimental rock,rock music
2200,french folk,world music
2201,french folk,folk music
2202,french folk pop,acoustic music
2203,french folk pop,pop music
2204,french folk pop,folk music
2205,french folk pop,world music
2206,french garage rock,rock music
2207,french hardcore,electronic music
2208,french hardcore,dance music
2209,french hardcore,rock music
2210,french hip hop,world music
2211,french hip hop,hip hop music
2212,french indie folk,world music
2213,french indie folk,independent music
2214,french indie folk,folk music
2215,french indie pop,independent music
2216,french indie pop,pop music
2217,french indie pop,rock music
2218,french indietronica,electronic music
2219,french indietronica,independent music
2220,french jazz,world music
2221,french jazz,jazz
2222,french metal,rock music
2223,french movie tunes,world music
2224,french movie tunes,pop music
2225,french oi,rock music
2226,french orchestra,art music
2227,french pop,world music
2228,french pop,pop music
2229,french post-punk,rock music
2230,french post-rock,experimental music
2231,french post-rock,rock music
2232,french psychedelic,rock music
2233,french punk,world music
2234,french punk,rock music
2235,french reggae,world music
2236,french rock,world music
2237,french rock,rock music
2238,french rock-and-roll,world music
2239,french rock-and-roll,rock music
2240,french rockabilly,rock music
2241,french shoegaze,rock music
2242,french soundtrack,functional music
2243,french stoner rock,rock music
2244,french synthpop,pop music
2245,french synthpop,electronic music
2246,french synthpop,rock music
2247,french tech house,electronic music
2248,french tech house,dance music
2249,french techno,electronic music
2250,french techno,dance music
2251,french worship,functional music
2252,frenchcore,electronic music
2253,frenchcore,dance music
2254,full on,electronic music
2255,full on,dance music
2256,funana,dance music
2257,funeral doom,rock music
2258,funeral doom,blues
2259,funk,funk
2260,funk,rhythm and blues
2261,funk carioca,dance music
2262,funk carioca,hip hop music
2263,funk carioca,world music
2264,funk carioca,electronic music
2265,funk das antigas,funk
2266,funk das antigas,rhythm and blues
2267,funk evangelico,funk
2268,funk evangelico,rhythm and blues
2269,funk metal,rock music
2270,funk mexicano,funk
2271,funk mexicano,rhythm and blues
2272,funk ostentacao,dance music
2273,funk ostentacao,hip hop music
2274,funk ostentacao,world music
2275,funk ostentacao,electronic music
2276,funk pop,funk
2277,funk pop,rhythm and blues
2278,funk pop,pop music
2279,funk rock,rock music
2280,funky breaks,electronic music
2281,funky breaks,dance music
2282,funky house,electronic music
2283,funky house,dance music
2284,funky tech house,funk
2285,funky tech house,electronic music
2286,funky tech house,dance music
2287,future ambient,art music
2288,future ambient,electronic music
2289,future bass,world music
2290,future bass,hip hop music
2291,future bass,electronic music
2292,future funk,electronic music
2293,future funk,dance music
2294,future garage,electronic music
2295,future garage,dance music
2296,future house,electronic music
2297,future house,dance music
2298,future rock,rock music
2299,futurepop,experimental music
2300,futurepop,rock music
2301,futurepop,pop music
2302,futurepop,dance music
2303,futurepop,electronic music
2304,g funk,world music
2305,g funk,hip hop music
2306,g-house,electronic music
2307,g-house,dance music
2308,gabba,electronic music
2309,gabba,dance music
2310,gaian doom,rock music
2311,gainesville indie,rock music
2312,galego,world music
2313,galego,folk music
2314,galician folk,world music
2315,galician folk,folk music
2316,galway indie,independent music
2317,gambian pop,pop music
2318,gamecore,independent music
2319,gamecore,folk music
2320,gaming dubstep,electronic music
2321,gaming dubstep,dance music
2322,gaming edm,electronic music
2323,gaming edm,dance music
2324,gangster rap,world music
2325,gangster rap,hip hop music
2326,garage house,electronic music
2327,garage house,dance music
2328,garage pop,pop music
2329,garage psych,rock music
2330,garage punk,rock music
2331,garage punk blues,rock music
2332,garage punk blues,blues
2333,garage rock,rock music
2334,garage rock mexicano,rock music
2335,garage rock revival,rock music
2336,gauze pop,pop music
2337,gbvfi,rock music
2338,geek folk,rock music
2339,geek folk,folk music
2340,geek rock,rock music
2341,gen z singer-songwriter,vocal music
2342,gen z singer-songwriter,acoustic music
2343,georgian alternative,rock music
2344,georgian electronic,electronic music
2345,georgian pop,pop music
2346,german alternative rap,world music
2347,german alternative rap,hip hop music
2348,german alternative rap,rock music
2349,german alternative rock,rock music
2350,german black metal,world music
2351,german black metal,rock music
2352,german blues,blues
2353,german boom bap,world music
2354,german boom bap,hip hop music
2355,german ccm,pop music
2356,german choir,vocal music
2357,german classical piano,art music
2358,german cloud rap,world music
2359,german cloud rap,hip hop music
2360,german contemporary classical,pop music
2361,german contemporary classical,art music
2362,german country,world music
2363,german country,country music
2364,german dance,dance music
2365,german dark minimal techno,experimental music
2366,german dark minimal techno,electronic music
2367,german dark minimal techno,dance music
2368,german death metal,rock music
2369,german dnb,electronic music
2370,german drill,world music
2371,german drill,hip hop music
2372,german electronica,electronic music
2373,german grindcore,rock music
2374,german hard rock,rock music
2375,german hardcore,electronic music
2376,german hardcore,dance music
2377,german hardcore,rock music
2378,german heavy metal,rock music
2379,german hip hop,world music
2380,german hip hop,hip hop music
2381,german house,electronic music
2382,german house,dance music
2383,german indie,rock music
2384,german indie folk,world music
2385,german indie folk,independent music
2386,german indie folk,folk music
2387,german indie pop,independent music
2388,german indie pop,pop music
2389,german indie pop,rock music
2390,german indie rock,independent music
2391,german indie rock,rock music
2392,german jazz,world music
2393,german jazz,jazz
2394,german jazz rap,world music
2395,german jazz rap,hip hop music
2396,german jazz rap,jazz
2397,german melodeath,rock music
2398,german metal,rock music
2399,german metalcore,rock music
2400,german oi,rock music
2401,german orchestra,art music
2402,german pagan metal,rock music
2403,german pop,pop music
2404,german pop rock,pop music
2405,german pop rock,rock music
2406,german post-hardcore,experimental music
2407,german post-hardcore,rock music
2408,german post-hardcore,dance music
2409,german post-hardcore,electronic music
2410,german post-punk,rock music
2411,german post-rock,experimental music
2412,german post-rock,rock music
2413,german power metal,rock music
2414,german prog,rock music
2415,german punk,world music
2416,german punk,rock music
2417,german punk rock,world music
2418,german punk rock,rock music
2419,german r&b,rhythm and blues
2420,german reggae,world music
2421,german rock,world music
2422,german rock,rock music
2423,german rockabilly,rock music
2424,german shoegaze,rock music
2425,german show tunes,pop music
2426,german singer-songwriter,vocal music
2427,german singer-songwriter,acoustic music
2428,german ska,world music
2429,german soundtrack,functional music
2430,german stoner rock,rock music
2431,german street punk,pop music
2432,german street punk,rock music
2433,german tech house,electronic music
2434,german tech house,dance music
2435,german techno,electronic music
2436,german thrash metal,rock music
2437,german trance,electronic music
2438,german trance,dance music
2439,german trap,world music
2440,german trap,hip hop music
2441,german underground rap,underground music
2442,german underground rap,hip hop music
2443,german underground rap,independent music
2444,german underground rap,world music
2445,german viral rap,world music
2446,german viral rap,hip hop music
2447,german worship,pop music
2448,ghanaian alternative,rock music
2449,ghanaian hip hop,world music
2450,ghanaian hip hop,hip hop music
2451,ghanaian pop,pop music
2452,ghent indie,rock music
2453,ghettotech,electronic music
2454,ghettotech,dance music
2455,girl group,rhythm and blues
2456,girl group,pop music
2457,girl group,rock music
2458,glam metal,rock music
2459,glam punk,rock music
2460,glam rock,rock music
2461,glasgow indie,independent music
2462,glasgow indie,rock music
2463,glitch,experimental music
2464,glitch,electronic music
2465,glitch beats,experimental music
2466,glitch beats,electronic music
2467,glitch hop,experimental music
2468,glitch hop,dance music
2469,glitch hop,hip hop music
2470,glitch hop,world music
2471,glitch hop,electronic music
2472,glitch pop,pop music
2473,gnawa,world music
2474,gnawa,folk music
2475,golden age hip hop,world music
2476,golden age hip hop,hip hop music
2477,goregrind,rock music
2478,gospel,world music
2479,gospel,functional music
2480,gospel rap,world music
2481,gospel rap,hip hop music
2482,gospel rap,functional music
2483,gospel reggae,world music
2484,gospel reggae,functional music
2485,gospel singers,world music
2486,gospel singers,functional music
2487,gothabilly,rock music
2488,gothenburg indie,rock music
2489,gothenburg metal,rock music
2490,gothic alternative,rock music
2491,gothic americana,world music
2492,gothic americana,country music
2493,gothic americana,rock music
2494,gothic black metal,world music
2495,gothic black metal,rock music
2496,gothic doom,rock music
2497,gothic metal,rock music
2498,gothic post-punk,rock music
2499,gothic rock,rock music
2500,gothic symphonic metal,rock music
2501,gothic symphonic metal,instrumental music
2502,gqom,electronic music
2503,gqom,dance music
2504,granada indie,world music
2505,granada indie,independent music
2506,granada indie,rock music
2507,grand rapids indie,rock music
2508,grave wave,world music
2509,grave wave,hip hop music
2510,grave wave,electronic music
2511,graz indie,pop music
2512,graz indie,rock music
2513,grebo,rock music
2514,grebo,dance music
2515,greek black metal,world music
2516,greek black metal,rock music
2517,greek downtempo,electronic music
2518,greek drill,world music
2519,greek drill,hip hop music
2520,greek guitar,acoustic music
2521,greek hip hop,world music
2522,greek hip hop,hip hop music
2523,greek house,electronic music
2524,greek house,dance music
2525,greek indie,pop music
2526,greek indie rock,independent music
2527,greek indie rock,rock music
2528,greek jazz,jazz
2529,greek metal,rock music
2530,greek pop,pop music
2531,greek psychedelic rock,rock music
2532,greek rock,world music
2533,greek rock,rock music
2534,greek swing,jazz
2535,greek techno,electronic music
2536,greek techno,dance music
2537,greek trap,world music
2538,greek trap,hip hop music
2539,greek underground rap,underground music
2540,greek underground rap,hip hop music
2541,greek underground rap,independent music
2542,greek underground rap,world music
2543,greenlandic pop,pop music
2544,grim death metal,rock music
2545,grime,electronic music
2546,grimewave,electronic music
2547,grindcore,rock music
2548,griot,world music
2549,grisly death metal,rock music
2550,groove gospel,world music
2551,groove gospel,functional music
2552,groove metal,rock music
2553,groove room,electronic music
2554,groove room,dance music
2555,grunge,rock music
2556,grunge pop,pop music
2557,grunge pop,rock music
2558,grunge revival,rock music
2559,grungegaze,rock music
2560,grupera,world music
2561,gruperas inmortales,world music
2562,gruperas inmortales,folk music
2563,guadalajara indie,rock music
2564,guatemalan pop,pop music
2565,guinean pop,pop music
2566,guitarra argentina,world music
2567,guitarra argentina,folk music
2568,guitarra clasica,art music
