spotify_genre,occurrences
swedish pop,26
swedish pop punk,1
swedish pop rap,4
swedish post-hardcore,4
swedish post-punk,1
swedish power metal,5
swedish prog,5
swedish progressive metal,8
swedish psychedelic rock,3
swedish punk,2
swedish reggae,2
swedish rockabilly,2
swedish singer-songwriter,24
swedish soul,3
swedish stoner rock,20
swedish synth,4
swedish synthpop,11
swedish techno,11
swedish trap,2
swedish trap pop,9
swedish tropical house,2
swedish underground rap,4
swing,8
swing italiano,2
swing revival,6
swiss alternative rock,42
swiss black metal,18
swiss classical piano,4
swiss country,16
swiss experimental,31
swiss folk,17
swiss hip hop,100
swiss house,21
swiss indie,166
swiss indie folk,44
swiss jazz,56
swiss metal,109
swiss pop,50
swiss punk,69
swiss reggae,31
swiss rock,101
swiss singer-songwriter,43
swiss techno,34
swiss trap,19
swiss worship,2
sydney indie,2
symfonicky orchestr,3
symphonic black metal,24
symphonic death metal,17
symphonic deathcore,10
symphonic melodic death metal,3
symphonic metal,63
symphonic power metal,31
symphonic rock,80
synth funk,4
synth punk,5
synthesizer,2
synthetic classical,1
synthpop,48
synthwave,14
syrian pop,3
tabla,2
taiko,2
taiwan classical performance,1
taiwan experimental,3
taiwan hip hop,1
taiwan indie,1
taiwan instrumental,1
talent show,9
talentkonkurranse,1
tamaulipas indie,1
tamil hip hop,2
tamil pop,2
tango,9
tango cancion,1
tape club,4
tar,1
tarantella,3
tatar folk,1
tavern,2
tech house,167
tech trance,5
technical black metal,12
technical brutal death metal,26
technical death metal,76
technical deathcore,11
technical grindcore,3
technical groove metal,4
technical melodic death metal,11
technical thrash,14
techno,66
techno argentina,4
techno rave,1
teen pop,3
tejano,2
tekk,5
tekno,4
tempe indie,2
tennessee experimental,2
tennessee hip hop,2
tennessee metal,6
tex-mex,1
texas blues,15
texas country,21
texas hardcore,3
texas latin rap,2
texas metal,7
texas pop punk,4
texas punk,8
thai folk,1
thai hip hop,1
thai pop,3
thai psychedelic,1
thai rock,2
thai teen pop,1
thall,4
theme,2
theremin,3
thrash core,19
thrash metal,59
thrash-groove metal,3
throat singing,4
tibetan mantra,2
tibetan pop,3
tibetan traditional,2
tijuana electronic,1
tijuana indie,1
timba,8
togolese pop,2
tolkien metal,13
tone,1
toronto indie,17
toronto rap,6
trad quebecois,6
traditional blues,8
traditional british folk,10
traditional english folk,4
traditional funk,1
traditional reggae,1
traditional scottish folk,2
traditional ska,28
trance,36
trance brasileiro,6
trance mexicano,2
trancecore,25
transpop,10
trap,53
trap antillais,2
trap boricua,1
trap brasileiro,1
trap dominicano,1
trap funk,1
trap italiana,3
trap latino,25
trap mexicano,1
trap pesado,1
trap queen,11
trap soul,8
trap triste,1
traprun,3
trash rock,15
triangle indie,3
tribal house,18
tribute,4
trinidadian reggae,1
trip hop,59
trondersk musikk,2
trondheim indie,1
tropical,15
tropical alternativo,4
tropical house,137
tropicalia,4
trova,1
truck-driving country,1
tuareg guitar,9
tucson indie,12
tulsa indie,1
tunisian pop,1
turbo folk,10
turin indie,3
turkish alt pop,1
turkish alternative rock,2
turkish black metal,2
turkish death metal,2
turkish edm,1
turkish electronic,1
turkish experimental,1
turkish folk,5
turkish hip hop,6
turkish instrumental,3
turkish jazz,11
turkish metal,4
turkish modern jazz,2
turkish pop,12
turkish post-punk,1
turkish psych,5
turkish reggae,1
turkish rock,5
turkish singer-songwriter,2
turkish trap,2
turkish trap pop,9
turkmen pop,1
turntablism,76
tuvan folk,2
twee indie pop,1
twee pop,6
twoubadou,1
tzadik,17
uae indie,2
ugandan pop,1
uilleann pipes,2
uk alternative hip hop,19
uk alternative pop,21
uk americana,21
uk beatdown,5
uk contemporary jazz,20
uk contemporary r&b,18
uk dance,21
uk dancehall,5
uk diy punk,11
uk dnb,26
uk doom metal,20
uk drill,4
uk dub,7
uk experimental electronic,25
uk funky,6
uk garage,7
uk hip hop,21
uk house,16
uk metalcore,24
uk noise rock,10
uk pop,46
uk pop punk,14
uk post-hardcore,22
uk post-metal,7
uk post-punk,22
uk post-punk revival,5
uk reggae,13
uk rockabilly,2
uk stoner rock,4
uk tech house,13
uk worship,4
uk82,15
ukg revival,5
ukhc,7
ukrainian black metal,1
ukrainian classical piano,2
ukrainian electronic,8
ukrainian experimental,7
ukrainian folk,1
ukrainian hip hop,1
ukrainian indie,2
ukrainian metal,2
ukrainian pop,4
ukrainian rock,4
ukulele,2
umea hardcore,1
umea indie,1
unblack metal,4
underground boom bap,2
underground hip hop,60
underground power pop,5
underground rap,50
uplifting trance,38
uppsala indie,3
uptempo hardcore,32
urban contemporary,62
urbano espanol,2
uruguayan indie,1
us power metal,14
usbm,14
utah metal,4
uzbek pop,2
v-pop,3
vallenato,1
vallenato moderno,1
vancouver indie,23
vancouver metal,8
vancouver punk,21
vapor house,2
vapor pop,7
vapor soul,55
vapor trap,16
vapor twitch,45
vaporwave,8
variete francaise,14
varmland rock,5
vegan straight edge,11
vegas indie,3
velha guarda,3
venezuelan hip hop,1
venezuelan indie,1
venezuelan rock,1
vermont indie,6
vgm instrumental,1
victoria bc indie,6
video game music,5
vienna indie,26
vietnamese bolero,1
vietnamese hip hop,2
vietnamese pop,2
viking black metal,8
viking folk,6
viking metal,43
vintage chanson,1
vintage french electronic,5
vintage italian soundtrack,2
vintage schlager,2
viola,4
viola da gamba,1
violao,3
violin,28
viral pop,31
viral pop brasileiro,1
viral rap,6
viral trap,2
virgin islands reggae,2
virginia hip hop,4
virginia indie,1
virginia metal,11
virginia punk,10
visual kei,7
vlaamse rap,1
vocal ensemble,4
vocal harmony group,1
vocal house,34
vocal jazz,58
vocal trance,1
vocaloid,2
vogue,12
voidgaze,54
voidgrind,15
volksmusik,39
volkspop,17
volkstumliche musik,1
war metal,5
warm drone,5
warrington indie,3
washboard,1
washington indie,4
wassoulou,5
wave,2
weightless,10
weirdcore,1
wellington indie,7
welsh hip hop,2
welsh indie,11
welsh metal,6
welsh rock,13
west african jazz,1
west coast rap,10
west coast trap,3
west virginia indie,3
west virginia metal,1
west yorkshire indie,1
western americana,8
western mass indie,5
western saharan folk,5
western swing,1
white noise,3
wind ensemble,2
windsor on indie,1
winnipeg hip hop,1
wisconsin indie,2
wisconsin metal,1
witch house,5
women's choir,2
women's music,6
wonky,47
worcester ma indie,3
workout product,1
world,78
world chill,1
world devotional,5
world fusion,15
world meditation,1
world worship,9
worship,14
wrestling,10
wu fam,3
wyoming indie,1
xhosa,1
xtra raw,2
yacht rock,16
ye ye,10
yemeni pop,2
yoik,1
york indie,3
yorkshire folk,2
youth orchestra,1
yugoslav new wave,1
yugoslav rock,16
zenonesque,3
zeuhl,1
zillertal,6
zim urban groove,3
zolo,17
zouglou,1
zouk,5
zouk riddim,2
zurich indie,42
