,spotify_genre,top_genre
4576,psychedelic hip hop,hip hop music
4577,psychedelic jazz fusion,jazz
4578,psychedelic jazz fusion,rock music
4579,psychedelic pop,pop music
4580,psychedelic punk,rock music
4581,psychedelic rock,rock music
4582,psychedelic soul,soul music
4583,psychedelic soul,rhythm and blues
4584,psychedelic space rock,electronic music
4585,psychedelic space rock,rock music
4586,psychedelic trance,dance music
4587,psychedelic trance,electronic music
4588,psychill,electronic music
4589,psychobilly,rock music
4590,psychokore,world music
4591,psychokore,hip hop music
4592,psydub,electronic music
4593,psytech,dance music
4594,psytech,electronic music
4595,pub rock,rock music
4596,puerto rican folk,folk music
4597,puerto rican folk,world music
4598,puerto rican indie,electronic music
4599,puerto rican indie,rock music
4600,puerto rican pop,pop music
4601,puerto rican rock,rock music
4602,puglia indie,electronic music
4603,punjabi pop,pop music
4604,punk,rock music
4605,punk 'n' roll,rock music
4606,punk blues,rock music
4607,punk chileno,rock music
4608,punk colombiano,rock music
4609,punk mexicano,rock music
4610,punk rock italiano,rock music
4611,punk ska,world music
4612,punk ska,rock music
4613,punk tuga,rock music
4614,punk urbano,world music
4615,punk urbano,rock music
4616,purple sound,dance music
4617,purple sound,electronic music
4618,quartetto d'archi,art music
4619,quatuor a cordes,art music
4620,quebec death metal,rock music
4621,quebec indie,rock music
4622,quebec punk,rock music
4623,queens hip hop,world music
4624,queens hip hop,hip hop music
4625,queer country,world music
4626,queer country,country music
4627,queercore,rock music
4628,quiet storm,rhythm and blues
4629,quiet storm,pop music
4630,quiet storm,soul music
4631,quiet storm,jazz
4632,r&b,rhythm and blues
4633,r&b brasileiro,rhythm and blues
4634,r&b italiano,rhythm and blues
4635,raga rock,rock music
4636,ragga jungle,dance music
4637,ragga jungle,world music
4638,ragga jungle,electronic music
4639,raggatek,dance music
4640,raggatek,electronic music
4641,ragtime,world music
4642,ragtime,pop music
4643,rai,world music
4644,rain,functional music
4645,rajasthani folk,folk music
4646,rajasthani folk,world music
4647,ranchera,folk music
4648,ranchera,world music
4649,rap,world music
4650,rap,hip hop music
4651,rap algerien,world music
4652,rap algerien,hip hop music
4653,rap antillais,world music
4654,rap antillais,hip hop music
4655,rap baiano,world music
4656,rap baiano,hip hop music
4657,rap belge,world music
4658,rap belge,hip hop music
4659,rap calme,world music
4660,rap calme,hip hop music
4661,rap canario,world music
4662,rap canario,hip hop music
4663,rap capixaba,world music
4664,rap capixaba,hip hop music
4665,rap chileno,world music
4666,rap chileno,hip hop music
4667,rap conciencia,world music
4668,rap conciencia,hip hop music
4669,rap conscient,world music
4670,rap conscient,hip hop music
4671,rap cristiano,world music
4672,rap cristiano,hip hop music
4673,rap dominicano,world music
4674,rap dominicano,hip hop music
4675,rap espanol,world music
4676,rap espanol,hip hop music
4677,rap euskera,world music
4678,rap euskera,hip hop music
4679,rap feminino nacional,world music
4680,rap feminino nacional,hip hop music
4681,rap francais,world music
4682,rap francais,hip hop music
4683,rap inde,world music
4684,rap inde,hip hop music
4685,rap ivoire,world music
4686,rap ivoire,hip hop music
4687,rap kreyol,world music
4688,rap kreyol,hip hop music
4689,rap latina,world music
4690,rap latina,hip hop music
4691,rap lyonnais,world music
4692,rap lyonnais,hip hop music
4693,rap malien,world music
4694,rap malien,hip hop music
4695,rap maroc,world music
4696,rap maroc,hip hop music
4697,rap marseille,world music
4698,rap marseille,hip hop music
4699,rap metal,world music
4700,rap metal,rock music
4701,rap metal,hip hop music
4702,rap metalcore,world music
4703,rap metalcore,rock music
4704,rap metalcore,hip hop music
4705,rap mineiro,world music
4706,rap mineiro,hip hop music
4707,rap montrealais,world music
4708,rap montrealais,hip hop music
4709,rap nacional antigo,world music
4710,rap nacional antigo,hip hop music
4711,rap napoletano,world music
4712,rap napoletano,hip hop music
4713,rap regio,world music
4714,rap regio,hip hop music
4715,rap rock,world music
4716,rap rock,rock music
4717,rap rock,hip hop music
4718,rap salvadoreno,world music
4719,rap salvadoreno,hip hop music
4720,rap sardegna,world music
4721,rap sardegna,hip hop music
4722,rap tico,world music
4723,rap tico,hip hop music
4724,rap tunisien,world music
4725,rap tunisien,hip hop music
4726,rap underground espanol,world music
4727,rap underground espanol,underground music
4728,rap underground espanol,hip hop music
4729,rare groove,funk
4730,rave,dance music
4731,rave,electronic music
4732,rave funk,world music
4733,rave funk,hip hop music
4734,rave funk,electronic music
4735,rave funk,dance music
4736,raw black metal,rock music
4737,raw techno,dance music
4738,raw techno,electronic music
4739,rawstyle,dance music
4740,rawstyle,electronic music
4741,re:techno,dance music
4742,re:techno,electronic music
4743,reading,world music
4744,reading,pop music
4745,reading,rock music
4746,reading indie,rock music
4747,rebel blues,blues
4748,rebetiko,folk music
4749,rebetiko,world music
4750,recorder,art music
4751,red dirt,world music
4752,red dirt,rock music
4753,red dirt,country music
4754,redneck,world music
4755,redneck,country music
4756,reggae,world music
4757,reggae en espanol,world music
4758,reggae fusion,world music
4759,reggae maghreb,world music
4760,reggae rock,world music
4761,reggae rock,rock music
4762,reggae tuga,world music
4763,reggaeton,world music
4764,reggaeton colombiano,world music
4765,reggaeton cristiano,world music
4766,reggaeton flow,world music
4767,regional mexican,world music
4768,relaxative,rock music
4769,rennes indie,rock music
4770,retro metal,rock music
4771,retro soul,soul music
4772,retro soul,rhythm and blues
4773,reunion pop,pop music
4774,rhode island indie,rock music
4775,rhode island rap,world music
4776,rhode island rap,hip hop music
4777,rhythm game,functional music
4778,riddim,dance music
4779,riddim,electronic music
4780,riddim,instrumental music
4781,riddim dubstep,dance music
4782,riddim dubstep,electronic music
4783,riddim dubstep,instrumental music
4784,riot grrrl,rock music
4785,ritual ambient,experimental music
4786,ritual ambient,electronic music
4787,ritual ambient,art music
4788,rkt,functional music
4789,rochester ny indie,rock music
4790,rock,rock music
4791,rock abc paulista,rock music
4792,rock alternatif francais,rock music
4793,rock alternativo brasileiro,rock music
4794,rock alternativo espanol,rock music
4795,rock campineiro,rock music
4796,rock catala,rock music
4797,rock chapin,world music
4798,rock chapin,rock music
4799,rock cristiano,rock music
4800,rock curitibano,rock music
4801,rock drums,rock music
4802,rock en espanol,world music
4803,rock en espanol,rock music
4804,rock goiano,rock music
4805,rock gospel brasileiro,functional music
4806,rock gospel brasileiro,world music
4807,rock gospel brasileiro,rock music
4808,rock gotico,rock music
4809,rock in opposition,experimental music
4810,rock in opposition,art music
4811,rock in opposition,rock music
4812,rock independant francais,rock music
4813,rock kapak,rock music
4814,rock keyboard,rock music
4815,rock nacional,rock music
4816,rock nacional brasileiro,rock music
4817,rock noise,experimental music
4818,rock noise,electronic music
4819,rock noise,rock music
4820,rock of gibraltar,rock music
4821,rock progresivo mexicano,rock music
4822,rock progressif francais,rock music
4823,rock quebecois,rock music
4824,rock sergipano,rock music
4825,rock steady,world music
4826,rock urbano mexicano,world music
4827,rock urbano mexicano,rock music
4828,rock uruguayo,world music
4829,rock uruguayo,rock music
4830,rock viet,rock music
4831,rock-and-roll,rock music
4832,rockabilly,rock music
4833,rogaland indie,world music
4834,rogaland indie,rock music
4835,rogaland musikk,world music
4836,rogaland musikk,rock music
4837,romanian black metal,world music
4838,romanian black metal,rock music
4839,romanian classical piano,art music
4840,romanian electronic,electronic music
4841,romanian metal,rock music
4842,romanian pop,pop music
4843,romanian rap,world music
4844,romanian rap,hip hop music
4845,romanian rock,world music
4846,romanian rock,rock music
4847,romanian trap,world music
4848,romanian trap,hip hop music
4849,romantico,pop music
4850,rome indie,pop music
4851,rome indie,rock music
4852,rominimal,electronic music
4853,roots americana,world music
4854,roots americana,country music
4855,roots reggae,world music
4856,roots rock,rock music
4857,roots worship,functional music
4858,rotterdam indie,rock music
4859,rotterdam indie,independent music
4860,rumba,world music
4861,rumba catalana,world music
4862,rumba congolaise,world music
4863,rune folk,folk music
4864,rune folk,world music
4865,russian alt pop,world music
4866,russian alt pop,pop music
4867,russian alternative rock,world music
4868,russian alternative rock,rock music
4869,russian black metal,world music
4870,russian black metal,rock music
4871,russian ccm,world music
4872,russian ccm,pop music
4873,russian chanson,folk music
4874,russian classical piano,world music
4875,russian classical piano,art music
4876,russian dance pop,dance music
4877,russian dance pop,world music
4878,russian dance pop,pop music
4879,russian death metal,world music
4880,russian death metal,rock music
4881,russian dnb,world music
4882,russian edm,dance music
4883,russian edm,world music
4884,russian edm,electronic music
4885,russian electronic,electronic music
4886,russian electronic,world music
4887,russian emo rap,experimental music
4888,russian emo rap,world music
4889,russian emo rap,hip hop music
4890,russian emo rap,rock music
4891,russian experimental electronic,experimental music
4892,russian experimental electronic,electronic music
4893,russian experimental electronic,world music
4894,russian folk,folk music
4895,russian folk,world music
4896,russian folk metal,folk music
4897,russian folk metal,world music
4898,russian folk metal,rock music
4899,russian folk rock,folk music
4900,russian folk rock,world music
4901,russian folk rock,rock music
4902,russian gangster rap,world music
4903,russian gangster rap,hip hop music
4904,russian hardcore,world music
4905,russian hardcore,electronic music
4906,russian hardcore,dance music
4907,russian hardcore,rock music
4908,russian hip hop,world music
4909,russian hip hop,hip hop music
4910,russian indie,world music
4911,russian indie,independent music
4912,russian jazz,jazz
4913,russian jazz,world music
4914,russian metal,world music
4915,russian metal,rock music
4916,russian metalcore,world music
4917,russian metalcore,rock music
4918,russian modern jazz,jazz
4919,russian modern jazz,world music
4920,russian modern jazz,art music
4921,russian nu metal,world music
4922,russian nu metal,rock music
4923,russian orchestra,world music
4924,russian orchestra,art music
4925,russian pop,world music
4926,russian pop,pop music
4927,russian post-punk,world music
4928,russian post-punk,rock music
4929,russian post-rock,experimental music
4930,russian post-rock,world music
4931,russian post-rock,rock music
4932,russian punk,world music
4933,russian punk,rock music
4934,russian punk rock,world music
4935,russian punk rock,rock music
4936,russian rave,dance music
4937,russian rave,world music
4938,russian rave,electronic music
4939,russian rock,world music
4940,russian rock,rock music
4941,russian ska,world music
4942,russian synthpop,world music
4943,russian synthpop,electronic music
4944,russian synthpop,pop music
4945,russian synthpop,rock music
4946,russian techno,dance music
4947,russian techno,world music
4948,russian techno,electronic music
4949,russian thrash metal,world music
4950,russian thrash metal,rock music
4951,russian trap,world music
4952,russian trap,hip hop music
4953,rva indie,folk music
4954,rva indie,rhythm and blues
4955,sacramento hip hop,world music
4956,sacramento hip hop,hip hop music
4957,sacramento indie,rock music
4958,sacred steel,functional music
4959,sacred steel,world music
4960,sad lo-fi,lo-fi music
4961,sad rap,world music
4962,sad rap,hip hop music
4963,salon music,art music
4964,salsa,dance music
4965,salsa,world music
4966,salsa choke,dance music
4967,salsa choke,world music
4968,salsa colombiana,dance music
4969,salsa colombiana,world music
4970,salsa cubana,dance music
4971,salsa cubana,world music
4972,salsa international,dance music
4973,salsa international,world music
4974,salsa peruana,dance music
4975,salsa peruana,world music
4976,salsa puertorriquena,dance music
4977,salsa puertorriquena,world music
4978,salsa venezolana,dance music
4979,salsa venezolana,world music
4980,salzburg indie,rock music
4981,samba,world music
4982,samba de roda,folk music
4983,samba de roda,world music
4984,samba moderno,world music
4985,samba reggae,world music
4986,samba-jazz,jazz
4987,samba-jazz,world music
4988,samba-rock,world music
4989,sambass,dance music
4990,sambass,electronic music
4991,san antonio indie,independent music
4992,san diego indie,rock music
4993,san marcos tx indie,rock music
4994,sardinia indie,independent music
4995,saskatchewan indie,world music
4996,saskatchewan indie,rock music
4997,sasscore,rock music
4998,saxony metal,rock music
4999,saxophone trio,jazz
5000,scandinavian r&b,rhythm and blues
5001,scandipop,pop music
5002,schlager,pop music
5003,schranz,dance music
5004,schranz,electronic music
5005,schweizer rap,world music
5006,schweizer rap,hip hop music
5007,sci-fi metal,rock music
5008,scorecore,functional music
5009,scottish americana,world music
5010,scottish americana,country music
5011,scottish electronic,electronic music
5012,scottish fiddle,folk music
5013,scottish fiddle,world music
5014,scottish folk,folk music
5015,scottish folk,world music
5016,scottish gaelic folk,folk music
5017,scottish gaelic folk,world music
5018,scottish hip hop,hip hop music
5019,scottish indie,rock music
5020,scottish indie folk,folk music
5021,scottish indie folk,world music
5022,scottish indie folk,independent music
5023,scottish indie rock,rock music
5024,scottish indie rock,independent music
5025,scottish jazz,jazz
5026,scottish metal,rock music
5027,scottish new wave,world music
5028,scottish new wave,hip hop music
5029,scottish new wave,electronic music
5030,scottish new wave,pop music
5031,scottish new wave,rock music
5032,scottish rock,rock music
5033,scottish singer-songwriter,vocal music
5034,scottish singer-songwriter,acoustic music
5035,scottish techno,dance music
5036,scottish techno,electronic music
5037,scratch,electronic music
5038,scream rap,world music
5039,scream rap,hip hop music
5040,screamo,experimental music
5041,screamo,rock music
5042,screamocore,rock music
5043,seattle hip hop,world music
5044,seattle hip hop,hip hop music
5045,seattle indie,rock music
5046,seattle metal,rock music
5047,second line,instrumental music
5048,sefardi,world music
5049,sega,jazz
5050,serbian alternative rock,rock music
5051,serbian electronic,electronic music
5052,serbian hip hop,world music
5053,serbian hip hop,hip hop music
5054,serbian indie,rock music
5055,serbian metal,rock music
5056,serialism,art music
5057,sertanejo,world music
5058,sertanejo pop,world music
5059,sertanejo pop,pop music
5060,sertanejo universitario,world music
5061,sevdah,folk music
5062,sevdah,world music
5063,shamanic,functional music
5064,shanghai indie,electronic music
5065,shanty,folk music
5066,shanty,world music
5067,sheffield indie,rock music
5068,shibuya-kei,jazz
5069,shibuya-kei,world music
5070,shibuya-kei,pop music
5071,shimmer pop,pop music
5072,shimmer psych,rock music
5073,shiver pop,pop music
5074,shoegaze,rock music
5075,show tunes,pop music
5076,shred,rock music
5077,siberian folk,folk music
5078,siberian folk,world music
5079,singaporean electronic,electronic music
5080,singaporean metal,rock music
5081,singaporean punk,rock music
5082,singer-songwriter,vocal music
5083,singer-songwriter,acoustic music
5084,singing bowl,functional music
5085,sinhala pop,pop music
5086,sinhala rap,world music
5087,sinhala rap,hip hop music
5088,sitar,jazz
5089,sitar,world music
5090,ska,world music
5091,ska argentino,world music
5092,ska chileno,world music
5093,ska espanol,world music
5094,ska jazz,jazz
5095,ska mexicano,world music
5096,ska punk,world music
5097,ska punk,rock music
5098,ska revival,world music
5099,skate punk,rock music
5100,skiffle,folk music
5101,skinhead oi,rock music
5102,skramz,experimental music
5103,skramz,rock music
5104,sky room,dance music
5105,slam death metal,rock music
5106,slam poetry,world music
5107,slam poetry,hip hop music
5108,slamming deathcore,dance music
5109,slamming deathcore,electronic music
5110,slamming deathcore,rock music
5111,slap house,dance music
5112,slap house,electronic music
5113,slavic folk metal,folk music
5114,slavic folk metal,world music
5115,slavic folk metal,rock music
5116,slavic metal,rock music
5117,slayer,rock music
5118,slc indie,independent music
5119,sleaze rock,rock music
5120,sleep,functional music
5121,slovak electronic,electronic music
5122,slovak folk,folk music
5123,slovak folk,world music
5124,slovak hip hop,world music
5125,slovak hip hop,hip hop music
5126,slovak metal,rock music
5127,slovak pop,pop music
5128,slovenian electronic,electronic music
5129,slovenian hip hop,world music
5130,slovenian hip hop,hip hop music
5131,slovenian indie,experimental music
5132,slovenian indie,electronic music
5133,slovenian metal,rock music
5134,slovenian pop,pop music
5135,slovenian rock,world music
5136,slovenian rock,rock music
5137,slowcore,rock music
5138,slowcore,independent music
5139,sludge metal,blues
5140,sludge metal,rock music
5141,sludgecore,rock music
5142,small room,rock music
5143,small room,independent music
5144,smooth jazz,jazz
5145,smooth saxophone,jazz
5146,smooth soul,funk
5147,smooth soul,rhythm and blues
5148,smooth soul,pop music
5149,smooth soul,soul music
5150,smutny rap,world music
5151,smutny rap,hip hop music
5152,soca,world music
5153,socal pop punk,pop music
5154,socal pop punk,rock music
5155,social media pop,pop music
5156,soda pop,pop music
5157,soft rock,pop music
5158,soft rock,rock music
5159,solo wave,electronic music
5160,solo wave,world music
5161,solo wave,hip hop music
5162,son cubano,world music
5163,son cubano clasico,world music
5164,son jarocho,folk music
5165,son jarocho,world music
5166,sophisti-pop,pop music
5167,soukous,world music
5168,soul,soul music
5169,soul,rhythm and blues
5170,soul blues,blues
5171,soul flow,soul music
5172,soul flow,rhythm and blues
5173,soul jazz,jazz
5174,soul jazz,soul music
5175,soul jazz,rhythm and blues
5176,souldies,soul music
5177,souldies,rhythm and blues
5178,soulful house,dance music
5179,soulful house,electronic music
5180,sound art,art music
5181,sound collage,experimental music
5182,sound effects,functional music
5183,soundtrack,functional music
5184,south african alternative,world music
5185,south african alternative,rock music
5186,south african choral,world music
5187,south african choral,vocal music
5188,south african gospel,functional music
5189,south african gospel,world music
5190,south african hip hop,world music
5191,south african hip hop,hip hop music
5192,south african house,dance music
5193,south african house,world music
5194,south african house,electronic music
5195,south african jazz,jazz
5196,south african jazz,world music
5197,south african metal,world music
5198,south african metal,rock music
5199,south african modern jazz,jazz
5200,south african modern jazz,world music
5201,south african modern jazz,art music
5202,south african pop,world music
5203,south african pop,pop music
5204,south african pop dance,dance music
5205,south african pop dance,world music
5206,south african pop dance,pop music
5207,south african punk,world music
5208,south african punk,rock music
5209,south african r&b,world music
5210,south african r&b,rhythm and blues
5211,south african rock,world music
5212,south african rock,rock music
5213,south african trap,world music
5214,south african trap,hip hop music
5215,south asian metal,rock music
5216,south carolina hip hop,world music
5217,south carolina hip hop,hip hop music
5218,south carolina indie,world music
5219,south carolina indie,pop music
5220,south carolina indie,country music
5221,south carolina metal,rock music
5222,south dakota indie,rock music
5223,southampton indie,pop music
5224,southern americana,world music
5225,southern americana,country music
5226,southern china indie,pop music
5227,southern china indie,rock music
5228,southern china indie,independent music
5229,southern hip hop,world music
5230,southern hip hop,hip hop music
5231,southern metal,rock music
5232,southern rock,rock music
5233,southern soul,soul music
5234,southern soul,rhythm and blues
5235,southern soul blues,blues
5236,southern soul blues,soul music
5237,southern soul blues,rhythm and blues
5238,soviet synthpop,electronic music
5239,soviet synthpop,pop music
5240,soviet synthpop,rock music
5241,sovietwave,electronic music
5242,space rock,rock music
5243,spacewave,electronic music
5244,spanish black metal,world music
5245,spanish black metal,rock music
5246,spanish blues,blues
5247,spanish death metal,rock music
5248,spanish electronic,electronic music
5249,spanish experimental,experimental music
5250,spanish folk,folk music
5251,spanish folk,world music
5252,spanish folk metal,folk music
5253,spanish folk metal,world music
5254,spanish folk metal,rock music
5255,spanish hip hop,world music
5256,spanish hip hop,hip hop music
5257,spanish indie folk,folk music
5258,spanish indie folk,world music
5259,spanish indie folk,independent music
5260,spanish indie pop,pop music
5261,spanish indie pop,rock music
5262,spanish indie pop,independent music
5263,spanish indie rock,rock music
5264,spanish indie rock,independent music
5265,spanish invasion,world music
5266,spanish jazz,jazz
5267,spanish jazz,world music
5268,spanish metal,rock music
5269,spanish modern rock,art music
5270,spanish modern rock,rock music
5271,spanish new wave,world music
5272,spanish new wave,hip hop music
5273,spanish new wave,electronic music
5274,spanish new wave,pop music
5275,spanish new wave,rock music
5276,spanish pop,pop music
5277,spanish pop rock,pop music
5278,spanish pop rock,rock music
5279,spanish post-rock,experimental music
5280,spanish post-rock,rock music
5281,spanish progressive rock,world music
5282,spanish progressive rock,rock music
5283,spanish punk,rock music
5284,spanish reggae,world music
5285,spanish rock,world music
5286,spanish rock,rock music
5287,spanish rockabilly,rock music
5288,spanish synthpop,electronic music
5289,spanish synthpop,pop music
5290,spanish synthpop,rock music
5291,spanish techno,dance music
5292,spanish techno,electronic music
5293,speed garage,dance music
5294,speed garage,electronic music
5295,speed metal,rock music
5296,speedcore,dance music
5297,speedcore,electronic music
5298,speedrun,electronic music
5299,spiritual hip hop,world music
5300,spiritual hip hop,hip hop music
5301,spiritual jazz,jazz
5302,spiritual jazz,art music
5303,spirituals,folk music
5304,spirituals,world music
5305,spoken word,world music
5306,spoken word,hip hop music
5307,springfield mo indie,rock music
5308,springfield mo indie,independent music
5309,st louis rap,world music
5310,st louis rap,hip hop music
5311,st petersburg fl indie,experimental music
5312,st petersburg fl indie,rock music
5313,stateside dnb,dance music
5314,stateside dnb,electronic music
5315,steampunk,electronic music
5316,steel guitar,acoustic music
5317,steelpan,world music
5318,stl indie,rock music
5319,stockholm indie,rock music
5320,stomp and flutter,rock music
5321,stomp and holler,rock music
5322,stomp and whittle,pop music
5323,stomp and whittle,independent music
5324,stomp pop,pop music
5325,stoner metal,rock music
5326,stoner rock,rock music
5327,straight edge,rock music
5328,straight-ahead jazz,jazz
5329,street band,pop music
5330,street punk,rock music
5331,street punk espanol,pop music
5332,street punk espanol,rock music
5333,streichquartett,art music
5334,stride,jazz
5335,stride,world music
5336,stride,pop music
5337,string orchestra,art music
5338,string quartet,art music
5339,strut,pop music
5340,stuttgart indie,rock music
5341,substep,electronic music
5342,sudanese pop,pop music
5343,sufi,functional music
5344,sufi,world music
5345,sufi,art music
5346,sung poetry,vocal music
5347,sung poetry,acoustic music
5348,sunnlensk tonlist,world music
5349,sunnlensk tonlist,pop music
5350,sunnlensk tonlist,folk music
5351,sunnlensk tonlist,vocal music
5352,sunnlensk tonlist,acoustic music
5353,sunshine pop,pop music
5354,suomi rock,rock music
5355,suomirap,world music
5356,suomirap,hip hop music
5357,super eurobeat,electronic music
5358,supergroup,rock music
5359,surf music,pop music
5360,surf music,rock music
5361,surf punk,pop music
5362,surf punk,rock music
5363,svensk indie,independent music
5364,swamp blues,blues
5365,swamp rock,world music
5366,swamp rock,pop music
5367,swamp rock,folk music
5368,swamp rock,rock music
5369,swancore,rock music
5370,swansea indie,rock music
5371,swedish alternative rock,rock music
5372,swedish americana,world music
5373,swedish americana,country music
5374,swedish black metal,world music
5375,swedish black metal,rock music
5376,swedish blues,blues
5377,swedish country,world music
5378,swedish country,country music
5379,swedish dancehall,world music
5380,swedish death metal,rock music
5381,swedish doom metal,blues
5382,swedish doom metal,rock music
5383,swedish drill,world music
5384,swedish drill,hip hop music
5385,swedish electronic,electronic music
5386,swedish electropop,electronic music
5387,swedish electropop,pop music
5388,swedish emo,experimental music
5389,swedish emo,rock music
5390,swedish eurodance,dance music
5391,swedish eurodance,electronic music
5392,swedish experimental,experimental music
5393,swedish folk pop,world music
5394,swedish folk pop,pop music
5395,swedish folk pop,folk music
5396,swedish folk pop,acoustic music
5397,swedish gangsta rap,world music
5398,swedish gangsta rap,hip hop music
5399,swedish garage rock,rock music
5400,swedish grindcore,rock music
5401,swedish hard rock,rock music
5402,swedish hardcore,dance music
5403,swedish hardcore,electronic music
5404,swedish hardcore,rock music
5405,swedish heavy metal,rock music
5406,swedish hip hop,world music
5407,swedish hip hop,hip hop music
5408,swedish house,dance music
5409,swedish house,electronic music
5410,swedish idol pop,pop music
5411,swedish indie folk,folk music
5412,swedish indie folk,world music
5413,swedish indie folk,independent music
5414,swedish indie pop,pop music
5415,swedish indie pop,rock music
5416,swedish indie pop,independent music
5417,swedish indie rock,rock music
5418,swedish indie rock,independent music
5419,swedish jazz,jazz
5420,swedish jazz,world music
5421,swedish melodeath,rock music
5422,swedish melodic rock,rock music
5423,swedish metal,rock music
5424,swedish metalcore,rock music
5425,swedish pop,pop music
5426,swedish pop punk,pop music
5427,swedish pop punk,rock music
5428,swedish pop rap,world music
5429,swedish pop rap,pop music
5430,swedish pop rap,hip hop music
5431,swedish post-hardcore,experimental music
5432,swedish post-hardcore,electronic music
5433,swedish post-hardcore,dance music
5434,swedish post-hardcore,rock music
5435,swedish post-punk,rock music
5436,swedish power metal,rock music
5437,swedish prog,rock music
5438,swedish progressive metal,rock music
5439,swedish psychedelic rock,rock music
5440,swedish punk,world music
5441,swedish punk,rock music
5442,swedish reggae,world music
5443,swedish rockabilly,rock music
5444,swedish singer-songwriter,vocal music
5445,swedish singer-songwriter,acoustic music
5446,swedish soul,soul music
5447,swedish soul,rhythm and blues
5448,swedish stoner rock,rock music
5449,swedish synth,electronic music
5450,swedish synthpop,electronic music
5451,swedish synthpop,pop music
5452,swedish synthpop,rock music
5453,swedish techno,dance music
5454,swedish techno,electronic music
5455,swedish trap,world music
5456,swedish trap,hip hop music
5457,swedish trap pop,world music
5458,swedish trap pop,pop music
5459,swedish trap pop,hip hop music
5460,swedish tropical house,dance music
5461,swedish tropical house,world music
5462,swedish tropical house,electronic music
5463,swedish underground rap,world music
5464,swedish underground rap,independent music
5465,swedish underground rap,hip hop music
5466,swedish underground rap,underground music
5467,swing,jazz
5468,swing italiano,jazz
5469,swing revival,jazz
5470,swiss alternative rock,rock music
5471,swiss black metal,world music
5472,swiss black metal,rock music
5473,swiss classical piano,art music
5474,swiss country,world music
5475,swiss country,country music
5476,swiss experimental,experimental music
5477,swiss folk,folk music
5478,swiss folk,world music
5479,swiss hip hop,world music
5480,swiss hip hop,hip hop music
5481,swiss house,dance music
5482,swiss house,electronic music
5483,swiss indie,world music
5484,swiss indie,hip hop music
5485,swiss indie folk,folk music
5486,swiss indie folk,world music
5487,swiss indie folk,independent music
5488,swiss jazz,jazz
5489,swiss metal,rock music
5490,swiss pop,pop music
5491,swiss punk,rock music
5492,swiss reggae,world music
5493,swiss rock,world music
5494,swiss rock,rock music
5495,swiss singer-songwriter,vocal music
5496,swiss singer-songwriter,acoustic music
5497,swiss techno,dance music
5498,swiss techno,electronic music
5499,swiss trap,world music
5500,swiss trap,hip hop music
5501,swiss worship,functional music
5502,sydney indie,pop music
5503,symfonicky orchestr,art music
5504,symphonic black metal,rock music
5505,symphonic death metal,rock music
5506,symphonic death metal,instrumental music
5507,symphonic deathcore,electronic music
5508,symphonic deathcore,dance music
5509,symphonic deathcore,rock music
5510,symphonic deathcore,instrumental music
5511,symphonic melodic death metal,rock music
5512,symphonic melodic death metal,instrumental music
5513,symphonic metal,rock music
5514,symphonic power metal,rock music
5515,symphonic rock,rock music
5516,synth funk,funk
5517,synth funk,rhythm and blues
5518,synth punk,electronic music
5519,synth punk,rock music
5520,synthesizer,rock music
5521,synthetic classical,art music
5522,synthpop,electronic music
5523,synthpop,pop music
5524,synthpop,rock music
5525,synthwave,electronic music
5526,syrian pop,pop music
5527,tabla,world music
5528,tabla,art music
5529,taiko,instrumental music
5530,taiwan classical performance,art music
5531,taiwan experimental,experimental music
5532,taiwan hip hop,world music
5533,taiwan hip hop,hip hop music
5534,taiwan indie,experimental music
5535,taiwan instrumental,instrumental music
5536,talent show,pop music
5537,talentkonkurranse,world music
5538,talentkonkurranse,pop music
5539,tamaulipas indie,experimental music
5540,tamaulipas indie,rock music
5541,tamil hip hop,world music
5542,tamil hip hop,hip hop music
5543,tamil pop,pop music
5544,tango,dance music
5545,tango,world music
5546,tango cancion,dance music
5547,tape club,experimental music
5548,tape club,dance music
5549,tar,world music
5550,tar,art music
5551,tarantella,dance music
5552,tatar folk,world music
5553,tavern,rock music
5554,tech house,dance music
5555,tech house,electronic music
5556,tech trance,electronic music
5557,technical black metal,world music
5558,technical black metal,rock music
5559,technical brutal death metal,rock music
5560,technical death metal,rock music
5561,technical deathcore,dance music
5562,technical deathcore,electronic music
5563,technical deathcore,rock music
5564,technical grindcore,rock music
5565,technical groove metal,rock music
5566,technical melodic death metal,rock music
5567,technical thrash,rock music
5568,techno,dance music
5569,techno,electronic music
5570,techno argentina,dance music
5571,techno argentina,electronic music
5572,techno rave,dance music
5573,techno rave,electronic music
5574,teen pop,pop music
5575,tejano,world music
5576,tekk,dance music
5577,tekk,electronic music
5578,tekno,dance music
5579,tekno,electronic music
5580,tempe indie,rock music
5581,tennessee experimental,experimental music
5582,tennessee hip hop,world music
5583,tennessee hip hop,hip hop music
5584,tennessee metal,rock music
5585,tex-mex,rock music
5586,texas blues,blues
5587,texas country,world music
5588,texas country,country music
5589,texas hardcore,dance music
5590,texas hardcore,electronic music
5591,texas hardcore,rock music
5592,texas latin rap,world music
5593,texas latin rap,hip hop music
5594,texas metal,rock music
5595,texas pop punk,pop music
5596,texas pop punk,rock music
5597,texas punk,rock music
5598,thai folk,folk music
5599,thai folk,world music
5600,thai hip hop,world music
5601,thai hip hop,hip hop music
5602,thai pop,world music
5603,thai pop,pop music
5604,thai psychedelic,rock music
5605,thai rock,world music
